address	city	id	name	phone	type
2030 union st 	san francisco	569	betelnut	415 929 8855	asian
155 steuart st 	san francisco	570	bistro roti	415 495 6500	french
56 gold st 	san francisco	571	bix	415 433 6300	american
598 fourth st 	san francisco	572	bizou	415 543 2222	french
800 greenwich st 	san francisco	573	buca giovanni	415 776 7766	italian
3347 fillmore st 	san francisco	574	cafe adriano	415 474 4180	italian
2317 chestnut st 	san francisco	575	cafe marimba	415 776 1506	mexican latin american spanish
625 polk st 	san francisco	576	california culinary academy	415 771 3500	french
1600 powell st 	san francisco	577	capp s corner	415 989 2589	italian
1772 market st 	san francisco	578	carta	415 863 3516	american
4th and howard sts 	san francisco	579	chevys	415 543 8060	mexican latin american spanish
500 jackson st 	san francisco	580	cypress club	415 296 8555	american
732 broadway	san francisco	581	des alpes	415 788 9900	french
161 sutter st 	san francisco	582	faz	415 362 0404	greek and middle eastern
1300 battery st 	san francisco	583	fog city diner	415 982 2000	american
market and new montgomery sts 	san francisco	584	garden court	415 546 5011	old san francisco
ghirardelli sq 	san francisco	585	gaylord s	415 771 8822	asian
501 geary st 	san francisco	586	grand cafe hotel monaco	415 292 0101	american
bldg a fort mason	san francisco	587	greens	415 771 6222	vegetarian
4 embarcadero center	san francisco	588	harbor village	415 781 8833	asian
2100 van ness ave 	san francisco	589	harris 	415 673 1888	steak houses
161 steuart st 	san francisco	590	harry denton s	415 882 1333	american
320 hayes st 	san francisco	591	hayes street grill	415 863 5545	seafood
430 broadway	san francisco	592	helmand	415 362 0641	greek and middle eastern
5322 geary blvd 	san francisco	593	hong kong flower lounge	415 668 8998	asian
2332 clement st 	san francisco	594	hong kong villa	415 752 8833	asian
1521 hyde st 	san francisco	595	hyde street bistro	415 441 7778	italian
1265 battery st 	san francisco	596	il fornaio levi s plaza	415 986 0100	italian
3345 steiner st 	san francisco	597	izzy s steak chop house	415 563 0487	steak houses
615 sacramento st 	san francisco	598	jack s	415 986 9854	old san francisco
5116 geary blvd 	san francisco	599	kabuto sushi	415 752 5652	asian
600 5th ave 	san francisco	600	katia s	415 668 9292	
221 powell st 	san francisco	601	kuleto s	415 397 7720	italian
2 new montgomery st at market st 	san francisco	602	kyo ya sheraton palace hotel	415 546 5000	asian
519 columbus ave 	san francisco	603	l osteria del forno	415 982 1124	italian
453 bush st 	san francisco	604	le central	415 391 2233	french
133 clement st 	san francisco	605	le soleil	415 668 4848	asian
607 front st 	san francisco	606	macarthur park	415 398 5700	american
3226 mission st 	san francisco	607	manora	415 861 6224	asian
470 green st 	san francisco	608	maykadeh	415 362 8286	greek and middle eastern
ghirardelli sq 	san francisco	609	mccormick kuleto s	415 929 1730	seafood
246 mcallister st 	san francisco	610	millennium	415 487 9800	vegetarian
1652 stockton st 	san francisco	611	moose s	415 989 7800	mediterranean
3131 webster st 	san francisco	612	north india	415 931 1556	asian
1 market st 	san francisco	613	one market	415 777 5577	american
1915 fillmore st 	san francisco	614	oritalia	415 346 1333	italian
500 post st 	san francisco	615	pacific pan pacific hotel	415 929 2087	french
640 sacramento st 	san francisco	616	palio d asti	415 395 9800	italian
3011 steiner st 	san francisco	617	pane e vino	415 346 2111	italian
1015 battery st 	san francisco	618	pastis	415 391 2555	french
1944 union st 	san francisco	619	perry s	415 922 9022	american
631 b kearny st 	san francisco	620	r g lounge	415 982 7877	or 415 982 3811 asian
558 sacramento st 	san francisco	621	rubicon	415 434 4100	american
1 tillman pl 	san francisco	622	rumpus	415 421 2300	american
1702 post st 	san francisco	623	sanppo	415 346 3486	asian
432 powell st 	san francisco	624	scala s bistro	415 395 8555	italian
108 south park	san francisco	625	south park cafe	415 495 7275	french
4	san francisco	626	splendido embarcadero	415 986 3222	mediterranean
150 redwood alley	san francisco	627	stars	415 861 7827	american
500 van ness ave 	san francisco	628	stars cafe	415 861 4344	american
1240 9th ave 	san francisco	629	stoyanof s cafe	415 664 3664	greek and middle eastern
3300 geary blvd 	san francisco	630	straits cafe	415 668 1783	asian
601 hayes st 	san francisco	631	suppenkuche	415 252 9289	russian german
240 california st 	san francisco	632	tadich grill	415 391 2373	seafood
3235 sacramento st 	san francisco	633	the heights	415 474 8890	french
298 gough st 	san francisco	634	thepin	415 863 9335	asian
3148 geary blvd 	san francisco	635	ton kiang	415 752 4440	asian
600 montgomery st 	san francisco	636	vertigo	415 433 7250	mediterranean
2125 fillmore st 	san francisco	637	vivande porta via	415 346 4430	italian
670 golden gate ave 	san francisco	638	vivande ristorante	415 673 9245	italian
2257 chestnut st 	san francisco	639	world wrapps	415 563 9727	american
101 spear st 	san francisco	640	wu kong	415 957 9300	asian
427 battery st 	san francisco	641	yank sing	415 541 4949	asian
1220 9th ave 	san francisco	642	yaya cuisine	415 566 6966	greek and middle eastern
1611 post st 	san francisco	643	yoyo tsumami bistro	415 922 7788	french
2000 hyde st 	san francisco	644	zarzuela	415 346 0800	mexican latin american spanish
1658 market st 	san francisco	645	zuni cafe grill	415 552 2522	mediterranean
10801 w pico blvd 	west la	646	apple pan the	310 475 3585	american
2027 sawtelle blvd 	west la	647	asahi ramen	310 479 2231	noodle shops
3345 kimber dr 	westlake village	648	baja fresh	805 498 4049	mexican
9882 little santa monica blvd 	beverly hills	649	belvedere the	310 788 2306	pacific new wave
1433 third st promenade	santa monica	650	benita s frites	310 458 2889	fast food
515 s olive st 	los angeles	651	bernard s	213 612 1580	continental
45 s mentor ave 	pasadena	652	bistro 45	818 795 2478	californian
19565 parthenia ave 	northridge	653	brent s deli	818 886 5679	delis
9600 brighton way	beverly hills	654	brighton coffee shop	310 276 7732	coffee shops
1570 rosecrans ave s 	pasadena	655	bristol farms market cafe	310 643 5229	californian
3838 centinela ave 	mar vista	656	bruno s	310 397 5703	italian
838 lincoln blvd 	venice	657	cafe 50s	310 399 1955	american
9777 little santa monica blvd 	beverly hills	658	cafe blanc	310 888 0108	pacific new wave
3266 w sixth st 	la	659	cassell s	213 480 8668	hamburgers
1716 pch	redondo beach	660	chez melange	310 540 1222	eclectic
1020 n san vicente blvd 	w hollywood	661	diaghilev	310 854 1111	russian
1136 westwood blvd 	westwood	662	don antonio s	310 209 1422	italian
8909 sunset blvd 	w hollywood	663	duke s	310 652 3100	coffee shops
1059 broxton ave 	westwood	664	falafel king	310 208 4444	middle eastern
1949 westwood blvd 	west la	665	feast from the east	310 475 0400	chinese
6333 w third st 	la	666	gumbo pot the	213 933 0358	cajun creole
6145 franklin ave 	hollywood	667	hollywood hills coffee shop	213 467 7678	coffee shops
10428 1 2 national blvd 	la	668	indo cafe	310 815 1290	indonesian
8424 beverly blvd 	la	669	jan s family restaurant	213 651 2866	coffee shops
502 santa monica blvd	santa monica	670	jiraffe	310 917 6671	californian
2011 ocean front walk	venice	671	jody maroni s sausage kingdom	310 306 1995	hot dogs
1023 abbot kinney blvd 	venice	672	joe s	310 399 5811	american new 
10516 w pico blvd 	west la	673	john o groats	310 204 0692	coffee shops
4017 s sepulveda blvd 	culver city	674	johnnie s pastrami	310 397 6654	delis
4663 long beach blvd 	long beach	675	johnny reb s southern smokehouse	310 423 7327	southern soul
7507 melrose ave 	la	676	johnny rockets la 	213 651 3361	american
4000 colfax ave 	studio city	677	killer shrimp	818 508 1570	seafood
6333 w third st 	la	678	kokomo cafe	213 933 0773	american
8393 w beverly blvd 	la	679	koo koo roo	213 655 9045	chicken
10506 little santa monica blvd 	century city	680	la cachette	310 470 4992	french new 
22800 pch	malibu	681	la salsa la 	310 456 6299	mexican
1842 e first	st boyle hts 	682	la serenata de garibaldi	213 265 2887	mexican tex mex
704 s alvarado st 	la	683	langer s	213 483 8050	delis
30869 thousand oaks blvd 	westlake village	684	local nochol	818 706 7706	health food
10509 w pico blvd 	rancho park	685	main course the	310 475 7564	american
519 s fairfax ave 	la	686	mani s bakery espresso bar	213 938 8800	desserts
22nd street grill 25 22nd	st hermosa beach	687	martha s	310 376 7786	american
13329 washington blvd 	marina del rey	688	maxwell s cafe	310 306 7829	american
1147 third st 	santa monica	689	michael s los angeles 	310 451 0843	californian
8474 w third st 	la	690	mishima	213 782 0181	noodle shops
7261 melrose ave 	la	691	mo better meatty meat	213 935 5280	hamburgers
17040 ventura blvd 	encino	692	mulberry st 	818 906 8881	pizza
3117 ocean park blvd 	santa monica	693	ocean park cafe	310 452 5728	american
145 n atlantic blvd 	monterey park	694	ocean star	818 308 2128	seafood
875 s figueroa st downtown	la	695	original pantry bakery	213 627 6879	diners
510 s arroyo pkwy 	pasadena	696	parkway grill	818 795 1001	californian
642 broadway	chinatown	697	pho hoa	213 626 5530	vietnamese
709 n la brea ave 	la	698	pink s famous chili dogs	213 931 4223	hot dogs
2635 w olive ave 	burbank	699	poquito mas	818 563 2252	mexican
923 e third st 	los angeles	700	r 23	213 687 7178	japanese
2901 pico blvd 	santa monica	701	rae s	310 828 7937	diners
15322 ventura blvd 	encino	702	rubin s red hots	818 905 6515	hot dogs
45 s fair oaks ave 	pasadena	703	ruby s la 	818 796 7829	diners
1198 pch	seal beach	704	russell s burgers	310 596 9556	hamburgers
224 s beverly dr 	beverly hills	705	ruth s chris steak house los angeles 	310 859 8744	steakhouses
1505 mission st s 	pasadena	706	shiro	818 799 4774	pacific new wave
11288 ventura blvd 	studio city	707	sushi nozawa	818 508 7017	japanese
8360 melrose ave 	la	708	sweet lady jane	213 653 7145	desserts
11677 san vicente blvd 	brentwood	709	taiko	310 207 7782	noodle shops
2575 beverly blvd 	la	710	tommy s	213 389 9060	hamburgers
1305 highland ave 	manhattan beach	711	uncle bill s pancake house	310 545 5177	diners
544 s grand ave 	los angeles	712	water grill	213 891 0900	seafood
1415 e colorado st 	glendale	713	zankou chicken	818 244 1937	middle eastern
764 ninth ave 	new york city	714	afghan kebab house	212 307 1612	afghan
21 e 62nd st 	new york city	715	arcadia	212 223 2900	american new 
93 ave a	new york city	716	benny s burritos	212 254 2054	mexican
424 amsterdam ave 	new york city	717	cafe con leche	212 595 7000	cuban
331 w fourth st 	new york city	718	corner bistro	212 242 9502	hamburgers
368 bleecker st 	new york city	719	cucina della fontana	212 242 0636	italian
87 e fourth st 	new york city	720	cucina di pesce	212 260 6800	seafood
44 w 56th st 	new york city	721	darbar	212 432 7227	indian
432 sixth ave 	new york city	722	ej s luncheonette	212 473 5555	diners
228 w 47th st 	new york city	723	edison cafe	212 840 5000	diners
24 02 31st st 	queens	724	elias corner	718 932 1510	greek
483 amsterdam ave 	new york city	725	good enough to eat	212 496 0163	american
2090 broadway	new york city	726	gray s papaya	212 799 0243	hot dogs
86 w third st 	new york city	727	il mulino	212 673 3783	italian
37 03 74th st 	queens	728	jackson diner	718 672 1232	indian
9 pell st 	queens	729	joe s shanghai	718 539 3838	chinese
48 w 65th st 	new york city	730	john s pizzeria	212 721 7001	pizza
127 greene st 	new york city	731	kelley ping	212 228 1212	pan asian
117 second ave 	new york city	732	kiev	212 674 4040	ukrainian
2nd fl 	new york city	733	kuruma zushi	212 317 2802	japanese
2199 broadway	new york city	734	la caridad	212 874 2780	cuban
3 e 52nd st 	new york city	735	la grenouille	212 752 1495	french classic 
61a seventh ave 	brooklyn	736	lemongrass grill	718 399 7100	thai
32 spring st 	new york city	737	lombardi s	212 941 7994	pizza
466 hudson st 	new york city	738	marnie s noodle shop	212 741 3214	asian
39 w 55th st 	new york city	739	menchanko tei	212 247 1585	japanese
296 bleecker st 	new york city	740	mitali east west	212 989 1367	indian
435 amsterdam ave 	new york city	741	monsoon ny 	212 580 8686	thai
405 atlantic ave 	brooklyn	742	moustache	718 852 5555	middle eastern
105 hudson st 	new york city	743	nobu	212 219 0500	japanese
17 barrow st 	new york city	744	one if by land tibs	212 228 0822	continental
lower level	new york city	745	oyster bar	212 490 6650	seafood
837 second ave 	new york city	746	palm	212 687 2953	steakhouses
840 second ave 	new york city	747	palm too	212 697 5198	steakhouses
19 old fulton st 	brooklyn	748	patsy s pizza	718 858 4300	pizza
178 broadway	brooklyn	749	peter luger steak house	718 387 7400	steakhouses
308 e sixth st 	new york city	750	rose of india	212 533 5011	indian
411 third ave 	new york city	751	sam s noodle shop	212 213 2288	chinese
1295 madison ave 	new york city	752	sarabeth s	212 410 7335	american
210 e 46th st 	new york city	753	sparks steak house	212 687 4855	steakhouses
5 16 51st ave 	queens	754	stick to your ribs	718 937 3030	bbq
38 e 51st st 	new york city	755	sushisay	212 755 1780	japanese
328 lenox ave 	new york city	756	sylvia s	212 996 0660	southern soul
1588 york ave 	new york city	757	szechuan hunan cottage	212 535 5223	chinese
1460 first ave 	new york city	758	szechuan kitchen	212 249 4615	chinese
80 montague st 	queens	759	teresa s	718 520 2910	polish
151 hudson st 	new york city	760	thai house cafe	212 334 1085	thai
106 bayard st 	new york city	761	thailand restaurant	212 349 3132	thai
144 second ave 	new york city	762	veselka	212 228 9682	ukrainian
689 ninth ave 	new york city	763	westside cottage	212 245 0800	chinese
107th fl 	new york city	764	windows on the world	212 524 7000	eclectic
205 e 49th st 	new york city	765	wollensky s grill	212 753 0444	steakhouses
122 e 17th st 	new york city	766	yama	212 475 0969	japanese
953 second ave 	new york city	767	zarela	212 644 6740	mexican
401 s 6th st 	las vegas	768	andre s french restaurant	702 385 5016	french classic 
3300 las vegas blvd s 	las vegas	769	buccaneer bay club	702 894 7350	continental
3700 w flamingo rd 	las vegas	770	buzio s in the rio	702 252 7697	seafood
3799 las vegas blvd s 	las vegas	771	emeril s new orleans fish house	702 891 7374	seafood
3700 w flamingo rd 	las vegas	772	fiore rotisserie grille	702 252 7702	italian
202 e fremont st 	las vegas	773	hugo s cellar	702 385 4011	continental
3300 las vegas blvd s 	las vegas	774	madame ching s	702 894 7111	asian
4750 w sahara ave 	las vegas	775	mayflower cuisinier	702 870 8432	chinese
3595 las vegas blvd s 	las vegas	776	michael s las vegas 	702 737 7111	continental
3145 las vegas blvd s 	las vegas	777	monte carlo	702 733 4524	french new 
3400 las vegas blvd s 	las vegas	778	moongate	702 791 7352	chinese
3200 las vegas blvd s 	las vegas	779	morton s of chicago las vegas 	702 893 0703	steakhouses
3925 paradise rd 	las vegas	780	nicky blair s	702 792 9900	italian
355 convention center dr 	las vegas	781	piero s restaurant	702 369 2305	italian
3500 las vegas blvd s 	las vegas	782	spago las vegas 	702 369 6300	californian
128 e fremont st 	las vegas	783	steakhouse the	702 382 1600	steakhouses
129 fremont st 	las vegas	784	stefano s	702 385 7111	italian
3645 las vegas blvd s 	las vegas	785	sterling brunch	702 739 4651	eclectic
3799 las vegas blvd s 	las vegas	786	tre visi	702 891 7331	italian
103 w paces ferry rd 	atlanta	787	103 west	404 233 5993	continental
659 peachtree st 	atlanta	788	alon s at the terrace	404 724 0444	sandwiches
1134 euclid ave 	atlanta	789	baker s cajun cafe	404 223 5039	cajun creole
1437 virginia ave 	atlanta	790	barbecue kitchen	404 766 9906	bbq
56 e andrews dr nw	atlanta	791	bistro the	404 231 5733	french bistro
375 14th st 	atlanta	792	bobby june s kountry kitchen	404 876 3872	southern soul
2911 s pharr court	atlanta	793	bradshaw s restaurant	404 261 7015	southern soul
4274 peachtree rd 	atlanta	794	brookhaven cafe	404 231 5907	vegetarian
5975 roswell rd 	atlanta	795	cafe sunflower	404 256 1675	health food
4199 paces ferry rd 	atlanta	796	canoe	770 432 2663	american new 
1021 cobb pkwy se	marietta	797	carey s	770 422 8042	hamburgers
1215 powers ferry rd 	marietta	798	carey s corner	770 933 0909	hamburgers
70 w paces ferry rd 	atlanta	799	chops	404 262 2675	steakhouses
4279 roswell rd 	atlanta	800	chopstix	404 255 4868	chinese
1029 edgewood ave se	atlanta	801	deacon burton s soulfood restaurant	404 523 1929	southern soul
600 ponce de leon ave 	atlanta	802	eats	404 888 9149	italian
1655 mclendon ave 	atlanta	803	flying biscuit the	404 687 8888	eclectic
1031 peachtree st ne	atlanta	804	frijoleros	404 892 8226	tex mex
1087 green st 	roswell	805	greenwood s	770 992 5383	southern soul
171 mcdonough blvd 	atlanta	806	harold s barbecue	404 627 9268	bbq
2905 buford hwy 	atlanta	807	havana sandwich shop	404 636 4094	cuban
2469 cobb pkwy 	smyrna	808	house of chan	770 955 9444	chinese
3675 satellite blvd 	duluth	809	indian delights	100 813 8212	indian
790 ponce de leon ave 	atlanta	810	java jive	404 876 6161	coffee shops
2970 cobb pkwy 	atlanta	811	johnny rockets at 	770 955 6068	american
1248 clairmont rd 	decatur	812	kalo s coffee house	404 325 3733	coffeehouses
4427 roswell rd 	atlanta	813	la fonda latina	404 303 8201	spanish
3525 mall blvd 	duluth	814	lettuce souprise you at 	770 418 9969	cafeterias
1031 ponce de leon ave 	atlanta	815	majestic	404 875 0276	diners
303 peachtree st ne	atlanta	816	morton s of chicago atlanta 	404 577 4366	steakhouses
1248 clairmont rd 	atlanta	817	my thai	404 636 4280	thai
3060 peachtree rd 	atlanta	818	nava	404 240 1984	southwestern
1495 chattahoochee ave nw	atlanta	819	nuevo laredo cantina	404 352 9009	mexican
4330 peachtree rd 	atlanta	820	original pancake house at 	404 237 4116	american
3391 peachtree rd ne	atlanta	821	palm the atlanta 	404 814 1955	steakhouses
2118 n decatur rd 	decatur	822	rainbow restaurant	404 633 3538	vegetarian
181 peachtree st 	atlanta	823	ritz carlton cafe atlanta 	404 659 0400	american new 
519 e paces ferry rd 	atlanta	824	riviera	404 262 7112	mediterranean
200 14th st nw	atlanta	825	silver skillet the	404 874 1388	coffee shops
3330 piedmont rd 	atlanta	826	soto	404 233 2005	japanese
764 marietta st nw	atlanta	827	thelma s kitchen	404 688 5855	cafeterias
774 ponce de leon ave ne	atlanta	828	tortillas	404 892 0193	tex mex
70 w crossville rd 	roswell	829	van gogh s restaurant bar	770 993 1156	american new 
220 sandy springs circle	atlanta	830	veggieland	404 231 3111	vegetarian
3172 peachtree rd ne	atlanta	831	white house restaurant	404 237 7601	diners
4837 old national hwy 	college park	832	zab e lee	404 768 2705	thai
2315 clement st 	san francisco	833	bill s place	415 221 5262	hamburgers
2298 market st 	san francisco	834	cafe flore	415 621 8579	californian
423 columbus ave 	san francisco	835	caffe greco	415 397 6261	continental
240 columbus ave 	san francisco	836	campo santo	415 433 9623	mexican
1805 haight st 	san francisco	837	cha cha cha s	415 386 5758	caribbean
2217 union st 	san francisco	838	doidge s	415 921 2149	american
522 jones st 	san francisco	839	dottie s true blue cafe	415 885 2767	diners
3221 mission st 	san francisco	840	dusit thai	415 826 4639	thai
1283 ninth ave 	san francisco	841	ebisu	415 566 1770	japanese
1550 california st 	san francisco	842	emerald garden restaurant	415 673 1155	vietnamese
1500 church st 	san francisco	843	eric s chinese restaurant	415 282 0919	chinese
1582 folsom st 	san francisco	844	hamburger mary s	415 626 1985	hamburgers
333 bush st 	san francisco	845	kelly s on trinity	415 362 4454	californian
515 valencia st 	san francisco	846	la cumbre	415 863 8205	mexican
288 noe st 	san francisco	847	la mediterranee	415 431 7210	mediterranean
2889 mission st 	san francisco	848	la taqueria	415 285 7117	mexican
2209 polk st 	san francisco	849	mario s bohemian cigar store cafe	415 776 8226	italian
2225 irving st 	san francisco	850	marnee thai	415 665 9500	thai
3355 geary st 	san francisco	851	mel s drive in	415 387 2244	hamburgers
1322 grant st 	san francisco	852	mo s burgers	415 788 3779	hamburgers
631 larkin st 	san francisco	853	phnom penh cambodian restaurant	415 775 5979	cambodian
2817 24th st 	san francisco	854	roosevelt tamale parlor	415 550 9213	mexican
300 de haro st 	san francisco	855	sally s cafe bakery	415 626 6006	american
1328 18th st 	san francisco	856	san francisco bbq	415 431 8956	thai
584 valencia st 	san francisco	857	slanted door	415 861 8032	vietnamese
1517 polk st 	san francisco	858	swan oyster depot	415 673 1101	seafood
400 waller st 	san francisco	859	thep phanom	415 431 2526	thai
3108 16th st 	san francisco	860	ti couz	415 252 7373	french
1870 fillmore st 	san francisco	861	trio cafe	415 563 2248	american
8 sixth st 	san francisco	862	tu lan	415 626 0927	vietnamese
201 ivy st 	san francisco	863	vicolo pizzeria	415 863 2382	pizza
2141 polk st 	san francisco	864	wa ha ka oaxaca mexican grill	415 775 1055	mexican
